"","clientId","sex","orderdate","cart","to","ord"
"840",239,"female",2012-02-05,"nopurch",2012-04-01,"ord2"
"841",240,"female",2012-01-22,"a;c",2012-03-12,"ord1"
"842",240,"female",2012-03-13,"a;b;c",2012-03-15,"ord2"
"843",240,"female",2012-03-16,"a;b",2012-03-31,"ord3"
"844",241,"male",2012-01-26,"b;c",2012-02-15,"ord1"
"845",241,"male",2012-02-16,"a;b;c",2012-02-18,"ord2"
"846",241,"male",2012-02-19,"c",2012-03-17,"ord3"
"847",241,"male",2012-03-18,"a;b",2012-03-31,"ord4"
"848",242,"female",2012-01-03,"a;c",2012-01-27,"ord1"
"849",242,"female",2012-01-28,"a;b",2012-02-07,"ord2"
"850",242,"female",2012-02-08,"a;c",2012-03-11,"ord3"
"851",242,"female",2012-03-12,"a;b;c",2012-03-31,"ord4"
"852",243,"female",2012-01-09,"a;b;c",2012-01-18,"ord1"
"853",243,"female",2012-01-19,"a;c",2012-02-02,"ord2"
"854",243,"female",2012-02-03,"nopurch",2012-04-01,"ord3"
"855",244,"female",2012-02-12,"a",2012-03-06,"ord1"
"856",244,"female",2012-03-07,"a;b",2012-03-22,"ord2"
"857",244,"female",2012-03-23,"a;b",2012-03-31,"ord3"
"858",245,"female",2012-01-22,"a",2012-02-20,"ord1"
"859",245,"female",2012-02-21,"nopurch",2012-04-01,"ord2"
"860",246,"female",2012-01-05,"a;c",2012-01-11,"ord1"
"861",246,"female",2012-01-12,"a",2012-02-20,"ord2"
"862",246,"female",2012-02-21,"a;b;c",2012-03-26,"ord3"
"863",246,"female",2012-03-27,"nopurch",2012-04-01,"ord4"
"864",247,"female",2012-01-24,"a;b",2012-03-19,"ord1"
"865",247,"female",2012-03-20,"a;b",2012-03-29,"ord2"
"866",247,"female",2012-03-30,"a;c",2012-03-31,"ord3"
"867",248,"male",2012-01-16,"b",2012-02-14,"ord1"
"868",248,"male",2012-02-15,"nopurch",2012-04-01,"ord2"
"869",249,"female",2012-01-29,"a",2012-03-12,"ord1"
"870",249,"female",2012-03-13,"a;b",2012-03-18,"ord2"
"871",249,"female",2012-03-19,"a;b",2012-03-31,"ord3"
"872",250,"female",2012-01-09,"a;b",2012-01-27,"ord1"
"873",250,"female",2012-01-28,"a;b;c",2012-02-13,"ord2"
"874",250,"female",2012-02-14,"a;b",2012-03-17,"ord3"
"875",250,"female",2012-03-18,"a",2012-03-31,"ord4"
"876",251,"female",2012-02-03,"a;c",2012-02-06,"ord1"
"877",251,"female",2012-02-07,"a;b;c",2012-02-09,"ord2"
"878",251,"female",2012-02-10,"a;b;c",2012-02-23,"ord3"
"879",251,"female",2012-02-24,"a",2012-02-26,"ord4"
"880",251,"female",2012-02-27,"a;b",2012-03-13,"ord5"
"881",251,"female",2012-03-14,"a",2012-03-29,"ord6"
"882",251,"female",2012-03-30,"a",2012-03-31,"ord7"
"883",252,"female",2012-02-22,"a;b",2012-03-09,"ord1"
"884",252,"female",2012-03-10,"a;b",2012-03-31,"ord2"
"885",253,"female",2012-01-25,"a;b",2012-01-25,"ord1"
"886",253,"female",2012-01-26,"a;b",2012-01-27,"ord2"
"887",253,"female",2012-01-28,"nopurch",2012-04-01,"ord3"
"888",254,"female",2012-01-12,"a;c",2012-01-18,"ord1"
"889",254,"female",2012-01-19,"a;b;c",2012-02-03,"ord2"
"890",254,"female",2012-02-04,"a;b",2012-02-17,"ord3"
"891",254,"female",2012-02-18,"a",2012-02-20,"ord4"
"892",254,"female",2012-02-21,"a;b",2012-02-23,"ord5"
"893",254,"female",2012-02-24,"a;b;c",2012-02-25,"ord6"
"894",254,"female",2012-02-26,"a",2012-03-14,"ord7"
"895",254,"female",2012-03-15,"a",2012-03-24,"ord8"
"896",254,"female",2012-03-25,"a;b;c",2012-03-31,"ord9"
"897",255,"male",2012-01-11,"a;b;c",2012-02-09,"ord1"
"898",255,"male",2012-02-10,"nopurch",2012-04-01,"ord2"
"899",256,"female",2012-02-09,"a;b",2012-02-29,"ord1"
"900",256,"female",2012-03-01,"a;c",2012-03-17,"ord2"
"901",256,"female",2012-03-18,"a;b",2012-03-31,"ord3"
"902",257,"female",2012-02-01,"a;c",2012-02-01,"ord1"
"903",257,"female",2012-02-02,"a;b;c",2012-02-07,"ord2"
"904",257,"female",2012-02-08,"a;b",2012-03-06,"ord3"
"905",257,"female",2012-03-07,"a;b;c",2012-03-11,"ord4"
"906",257,"female",2012-03-12,"a;b;c",2012-03-26,"ord5"
"907",257,"female",2012-03-27,"nopurch",2012-04-01,"ord6"
"908",258,"female",2012-01-18,"a;b",2012-02-16,"ord1"
"909",258,"female",2012-02-17,"nopurch",2012-04-01,"ord2"
"910",259,"female",2012-01-04,"a;b",2012-01-20,"ord1"
"911",259,"female",2012-01-21,"a;c",2012-02-29,"ord2"
"912",259,"female",2012-03-01,"a;b",2012-03-10,"ord3"
"913",259,"female",2012-03-11,"a",2012-03-24,"ord4"
"914",259,"female",2012-03-25,"a;b",2012-03-31,"ord5"
"915",260,"male",2012-02-11,"a;b",2012-02-11,"ord1"
"916",260,"male",2012-02-12,"a;b",2012-02-13,"ord2"
"917",260,"male",2012-02-14,"nopurch",2012-04-01,"ord3"
"918",261,"female",2012-01-13,"b;c",2012-01-30,"ord1"
"919",261,"female",2012-01-31,"a;b;c",2012-02-11,"ord2"
"920",261,"female",2012-02-12,"a;b",2012-02-17,"ord3"
"921",261,"female",2012-02-18,"a;b",2012-03-09,"ord4"
"922",261,"female",2012-03-10,"a",2012-03-30,"ord5"
"923",261,"female",2012-03-31,"nopurch",2012-04-01,"ord6"
"924",262,"male",2012-01-19,"a;b",2012-02-26,"ord1"
"925",262,"male",2012-02-27,"a;c",2012-03-29,"ord2"
"926",262,"male",2012-03-30,"a;b",2012-03-31,"ord3"
"927",263,"female",2012-01-11,"a;b;c",2012-01-22,"ord1"
"928",263,"female",2012-01-23,"a",2012-01-28,"ord2"
"929",263,"female",2012-01-29,"a;b;c",2012-02-09,"ord3"
"930",263,"female",2012-02-10,"a;b",2012-02-25,"ord4"
"931",263,"female",2012-02-26,"a;c",2012-03-01,"ord5"
"932",263,"female",2012-03-02,"a;b",2012-03-16,"ord6"
"933",263,"female",2012-03-17,"nopurch",2012-04-01,"ord7"
"934",264,"male",2012-03-24,"a;c",2012-03-30,"ord1"
"935",264,"male",2012-03-31,"a",2012-03-31,"ord2"
"936",265,"female",2012-01-20,"a;b;c",2012-02-09,"ord1"
"937",265,"female",2012-02-10,"a;b;c",2012-02-12,"ord2"
"938",265,"female",2012-02-13,"a;b",2012-02-20,"ord3"
"939",265,"female",2012-02-21,"a;c",2012-03-08,"ord4"
"940",265,"female",2012-03-09,"a;c",2012-03-23,"ord5"
"941",265,"female",2012-03-24,"a;b;c",2012-03-31,"ord6"
"942",266,"female",2012-01-03,"a;b",2012-02-10,"ord1"
"943",266,"female",2012-02-11,"a;b",2012-02-15,"ord2"
"944",266,"female",2012-02-16,"a;b",2012-03-27,"ord3"
"945",266,"female",2012-03-28,"a;b",2012-03-31,"ord4"
"946",267,"female",2012-01-14,"a;b",2012-03-04,"ord1"
"947",267,"female",2012-03-05,"a;b",2012-03-22,"ord2"
"948",267,"female",2012-03-23,"a;b;c",2012-03-31,"ord3"
"949",268,"female",2012-01-14,"a",2012-02-02,"ord1"
"950",268,"female",2012-02-03,"b",2012-02-06,"ord2"
"951",268,"female",2012-02-07,"b",2012-03-27,"ord3"
"952",268,"female",2012-03-28,"a;b",2012-03-31,"ord4"
"953",269,"male",2012-01-30,"a",2012-02-18,"ord1"
"954",269,"male",2012-02-19,"a;b",2012-03-19,"ord2"
"955",269,"male",2012-03-20,"nopurch",2012-04-01,"ord3"
"956",270,"female",2012-02-13,"a;b",2012-03-22,"ord1"
"957",270,"female",2012-03-23,"b",2012-03-31,"ord2"
"958",271,"female",2012-02-23,"a;b;c",2012-03-23,"ord1"
"959",271,"female",2012-03-24,"nopurch",2012-04-01,"ord2"
"960",272,"female",2012-01-30,"a;b",2012-02-09,"ord1"
"961",272,"female",2012-02-10,"a;b;c",2012-02-11,"ord2"
"962",272,"female",2012-02-12,"a;b",2012-02-21,"ord3"
"963",272,"female",2012-02-22,"a;b;c",2012-03-25,"ord4"
"964",272,"female",2012-03-26,"a;b",2012-03-27,"ord5"
"965",272,"female",2012-03-28,"a",2012-03-28,"ord6"
"966",272,"female",2012-03-29,"a",2012-03-29,"ord7"
"967",272,"female",2012-03-30,"a;b",2012-03-31,"ord8"
"968",273,"female",2012-01-14,"a;c",2012-01-15,"ord1"
"969",273,"female",2012-01-16,"a",2012-03-08,"ord2"
"970",273,"female",2012-03-09,"a;b",2012-03-15,"ord3"
"971",273,"female",2012-03-16,"a;b;c",2012-03-31,"ord4"
"972",274,"male",2012-01-07,"a",2012-01-07,"ord1"
"973",274,"male",2012-01-08,"a;c",2012-03-03,"ord2"
"974",274,"male",2012-03-04,"a;b;c",2012-03-31,"ord3"
"975",275,"male",2012-02-09,"b;c",2012-02-09,"ord1"
"976",275,"male",2012-02-10,"a;b;c",2012-02-22,"ord2"
"977",275,"male",2012-02-23,"a;b",2012-02-26,"ord3"
"978",275,"male",2012-02-27,"b;c",2012-03-17,"ord4"
"979",275,"male",2012-03-18,"a;b",2012-03-31,"ord5"
"980",276,"female",2012-02-09,"a;c",2012-02-21,"ord1"
"981",276,"female",2012-02-22,"a;b;c",2012-03-11,"ord2"
"982",276,"female",2012-03-12,"b",2012-03-21,"ord3"
"983",276,"female",2012-03-22,"b;c",2012-03-31,"ord4"
"984",277,"female",2012-01-06,"a",2012-02-19,"ord1"
"985",277,"female",2012-02-20,"a;b;c",2012-02-21,"ord2"
"986",277,"female",2012-02-22,"a;b;c",2012-03-27,"ord3"
"987",277,"female",2012-03-28,"nopurch",2012-04-01,"ord4"
"988",278,"female",2012-02-07,"a;c",2012-02-29,"ord1"
"989",278,"female",2012-03-01,"a;b",2012-03-31,"ord2"
"990",279,"female",2012-01-08,"a;b;c",2012-01-08,"ord1"
"991",279,"female",2012-01-09,"a;b;c",2012-01-09,"ord2"
"992",279,"female",2012-01-10,"a;b;c",2012-01-24,"ord3"
"993",279,"female",2012-01-25,"a;b",2012-01-29,"ord4"
"994",279,"female",2012-01-30,"a;b",2012-02-11,"ord5"
"995",279,"female",2012-02-12,"a;b;c",2012-02-14,"ord6"
"996",279,"female",2012-02-15,"a;b",2012-02-20,"ord7"
"997",279,"female",2012-02-21,"a;b;c",2012-03-01,"ord8"
"998",279,"female",2012-03-02,"a;b",2012-03-29,"ord9"
"999",279,"female",2012-03-30,"a;b;c",2012-03-31,"ord10"
"1000",280,"male",2012-02-16,"a;b",2012-03-16,"ord1"
"1001",280,"male",2012-03-17,"nopurch",2012-04-01,"ord2"
"1002",281,"female",2012-01-18,"a;b",2012-03-07,"ord1"
"1003",281,"female",2012-03-08,"a;b;c",2012-03-23,"ord2"
"1004",281,"female",2012-03-24,"a;b;c",2012-03-28,"ord3"
"1005",281,"female",2012-03-29,"a",2012-03-31,"ord4"
"1006",282,"female",2012-01-10,"a;b;c",2012-02-03,"ord1"
"1007",282,"female",2012-02-04,"a;b;c",2012-03-21,"ord2"
"1008",282,"female",2012-03-22,"b;c",2012-03-22,"ord3"
"1009",282,"female",2012-03-23,"a;b",2012-03-31,"ord4"
"1010",283,"male",2012-01-11,"a;b",2012-02-09,"ord1"
"1011",283,"male",2012-02-10,"nopurch",2012-04-01,"ord2"
"1012",284,"female",2012-01-24,"a;b",2012-02-22,"ord1"
"1013",284,"female",2012-02-23,"nopurch",2012-04-01,"ord2"
"1014",285,"female",2012-02-21,"a;b",2012-03-07,"ord1"
"1015",285,"female",2012-03-08,"a;c",2012-03-17,"ord2"
"1016",285,"female",2012-03-18,"a;c",2012-03-24,"ord3"
"1017",285,"female",2012-03-25,"a;b",2012-03-31,"ord4"
"1018",286,"female",2012-01-02,"a;b",2012-01-09,"ord1"
"1019",286,"female",2012-01-10,"a;b;c",2012-01-17,"ord2"
"1020",286,"female",2012-01-18,"a",2012-02-14,"ord3"
"1021",286,"female",2012-02-15,"a;b;c",2012-03-14,"ord4"
"1022",286,"female",2012-03-15,"a;b;c",2012-03-31,"ord5"
"1023",287,"male",2012-02-23,"a",2012-03-23,"ord1"
"1024",287,"male",2012-03-24,"nopurch",2012-04-01,"ord2"
"1025",288,"female",2012-02-08,"a",2012-02-15,"ord1"
"1026",288,"female",2012-02-16,"a;b;c",2012-02-27,"ord2"
"1027",288,"female",2012-02-28,"nopurch",2012-04-01,"ord3"
"1028",289,"female",2012-01-21,"a;b",2012-01-21,"ord1"
"1029",289,"female",2012-01-22,"a;b",2012-02-13,"ord2"
"1030",289,"female",2012-02-14,"a;c",2012-03-02,"ord3"
"1031",289,"female",2012-03-03,"nopurch",2012-04-01,"ord4"
"1032",290,"female",2012-01-05,"a",2012-02-27,"ord1"
"1033",290,"female",2012-02-28,"a;b;c",2012-03-09,"ord2"
"1034",290,"female",2012-03-10,"b",2012-03-31,"ord3"
"1035",291,"male",2012-01-09,"a",2012-01-20,"ord1"
"1036",291,"male",2012-01-21,"a;b",2012-02-02,"ord2"
"1037",291,"male",2012-02-03,"a;b;c",2012-02-05,"ord3"
"1038",291,"male",2012-02-06,"a;b",2012-02-25,"ord4"
"1039",291,"male",2012-02-26,"a",2012-03-27,"ord5"
"1040",291,"male",2012-03-28,"a;b",2012-03-31,"ord6"
"1041",292,"male",2012-01-10,"a;b;c",2012-01-10,"ord1"
"1042",292,"male",2012-01-11,"a;c",2012-02-03,"ord2"
"1043",292,"male",2012-02-04,"a;b;c",2012-02-05,"ord3"
"1044",292,"male",2012-02-06,"a;c",2012-03-11,"ord4"
"1045",292,"male",2012-03-12,"a;b;c",2012-03-19,"ord5"
"1046",292,"male",2012-03-20,"a",2012-03-31,"ord6"
"1047",293,"female",2012-01-19,"a;c",2012-02-28,"ord1"
"1048",293,"female",2012-02-29,"a;c",2012-03-01,"ord2"
"1049",293,"female",2012-03-02,"a;b;c",2012-03-31,"ord3"
"1050",294,"female",2012-01-09,"a",2012-02-07,"ord1"
"1051",294,"female",2012-02-08,"nopurch",2012-04-01,"ord2"
"1052",295,"male",2012-01-17,"a;c",2012-01-18,"ord1"
"1053",295,"male",2012-01-19,"a;b;c",2012-01-27,"ord2"
"1054",295,"male",2012-01-28,"a;b;c",2012-03-09,"ord3"
"1055",295,"male",2012-03-10,"a;b;c",2012-03-26,"ord4"
"1056",295,"male",2012-03-27,"a;b",2012-03-31,"ord5"
"1057",296,"female",2012-01-05,"a;b",2012-01-08,"ord1"
"1058",296,"female",2012-01-09,"a;c",2012-01-27,"ord2"
"1059",296,"female",2012-01-28,"a;b;c",2012-02-03,"ord3"
"1060",296,"female",2012-02-04,"a;b;c",2012-02-27,"ord4"
"1061",296,"female",2012-02-28,"a;c",2012-03-09,"ord5"
"1062",296,"female",2012-03-10,"a;b",2012-03-29,"ord6"
"1063",296,"female",2012-03-30,"nopurch",2012-04-01,"ord7"
"1064",297,"female",2012-01-21,"a;b;c",2012-01-29,"ord1"
"1065",297,"female",2012-01-30,"a;b",2012-02-21,"ord2"
"1066",297,"female",2012-02-22,"a;b",2012-03-11,"ord3"
"1067",297,"female",2012-03-12,"a;b;c",2012-03-30,"ord4"
"1068",297,"female",2012-03-31,"a;c",2012-03-31,"ord5"
"1069",298,"female",2012-01-22,"a;b;c",2012-02-05,"ord1"
"1070",298,"female",2012-02-06,"a;b;c",2012-02-20,"ord2"
"1071",298,"female",2012-02-21,"a;c",2012-03-16,"ord3"
"1072",298,"female",2012-03-17,"a",2012-03-29,"ord4"
"1073",298,"female",2012-03-30,"a;b",2012-03-31,"ord5"
"1074",299,"female",2012-02-07,"a;b;c",2012-03-09,"ord1"
"1075",299,"female",2012-03-10,"a;b;c",2012-03-28,"ord2"
"1076",299,"female",2012-03-29,"a;b",2012-03-31,"ord3"
"1077",300,"female",2012-01-08,"a;b",2012-02-06,"ord1"
"1078",300,"female",2012-02-07,"nopurch",2012-04-01,"ord2"
